1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0024"
"","0.1000","0.0035","0.0024"
"","0.2000","0.0126","0.0025"
"","0.3000","0.0246","0.0026"
"","0.4000","0.0344","0.0026"
"","0.5000","0.0446","0.0027"
"","0.6000","0.0546","0.0027"
"","0.7000","0.0647","0.0028"
"","0.8000","0.0744","0.0029"
"","0.9000","0.0846","0.0029"
"","1.0000","0.0946","0.0030"
"","1.1000","0.1045","0.0031"
"","1.2000","0.1146","0.0031"
"","1.3000","0.1247","0.0032"
"","1.4000","0.1346","0.0032"
"","1.5000","0.1443","0.0033"
"","1.6000","0.1547","0.0034"
"","1.7000","0.1646","0.0034"
"","1.8000","0.1744","0.0035"
"","1.9000","0.1845","0.0036"
"","2.0000","0.1948","0.0036"
"","2.1000","0.2047","0.0037"
"","2.2000","0.2143","0.0038"
"","2.3000","0.2246","0.0039"
"","2.4000","0.2346","0.0039"
"","2.5000","0.2446","0.0040"
"","2.6000","0.2543","0.0041"
"","2.7000","0.2647","0.0042"
"","2.8000","0.2747","0.0043"
"","2.9000","0.2844","0.0044"
"","3.0000","0.2946","0.0045"
"","3.1000","0.3047","0.0046"
"","3.2000","0.3147","0.0046"
"","3.3000","0.3244","0.0048"
"","3.4000","0.3346","0.0049"
"","3.5000","0.3447","0.0049"
"","3.6000","0.3545","0.0050"
"","3.7000","0.3646","0.0052"
"","3.8000","0.3747","0.0053"
"","3.9000","0.3847","0.0054"
"","4.0000","0.3943","0.0055"
"","4.1000","0.4046","0.0056"
"","4.2000","0.4146","0.0057"
"","4.3000","0.4245","0.0058"
"","4.4000","0.4345","0.0059"
"","4.5000","0.4447","0.0060"
"","4.6000","0.4547","0.0061"
"","4.7000","0.4643","0.0062"
"","4.8000","0.4746","0.0064"
"","4.9000","0.4847","0.0065"
"","5.0000","0.4946","0.0066"
"","5.1000","0.5044","0.0067"
"","5.2000","0.5147","0.0069"
"","5.3000","0.5247","0.0070"
"","5.4000","0.5345","0.0070"
"","5.5000","0.5445","0.0072"
"","5.6000","0.5546","0.0074"
"","5.7000","0.5647","0.0075"
"","5.8000","0.5745","0.0076"
"","5.9000","0.5845","0.0077"
"","6.0000","0.5946","0.0079"
"","6.1000","0.6046","0.0080"
"","6.2000","0.6147","0.0082"
"","6.3000","0.6246","0.0082"
"","6.4000","0.6346","0.0084"
"","6.5000","0.6443","0.0086"
"","6.6000","0.6546","0.0087"
"","6.7000","0.6645","0.0088"
"","6.8000","0.6745","0.0090"
"","6.9000","0.6846","0.0091"
"","7.0000","0.6948","0.0093"
"","7.1000","0.7046","0.0095"
"","7.2000","0.7143","0.0097"
"","7.3000","0.7246","0.0098"
"","7.4000","0.7347","0.0099"
"","7.5000","0.7446","0.0101"
"","7.6000","0.7544","0.0103"
"","7.7000","0.7647","0.0105"
"","7.8000","0.7748","0.0107"
"","7.9000","0.7844","0.0109"
"","8.0000","0.7946","0.0111"
"","8.1000","0.8045","0.0113"
"","8.2000","0.8147","0.0115"
"","8.3000","0.8243","0.0117"
"","8.4000","0.8346","0.0120"
"","8.5000","0.8446","0.0122"
"","8.6000","0.8546","0.0124"
"","8.7000","0.8647","0.0127"
"","8.8000","0.8747","0.0129"
"","8.9000","0.8846","0.0132"
"","9.0000","0.8943","0.0134"
"","9.1000","0.9047","0.0137"
"","9.2000","0.9146","0.0140"
"","9.3000","0.9245","0.0143"
"","9.4000","0.9345","0.0146"
"","9.5000","0.9448","0.0148"
"","9.6000","0.9546","0.0151"
"","9.7000","0.9644","0.0154"
"","9.8000","0.9746","0.0158"
"","9.9000","0.9847","0.0161"
"","10.0000","0.9945","0.0164"
"","10.1000","1.0043","0.0168"
"","10.2000","1.0146","0.0171"
"","10.3000","1.0248","0.0175"
"","10.4000","1.0344","0.0178"
"","10.5000","1.0445","0.0182"
"","10.6000","1.0546","0.0186"
"","10.7000","1.0648","0.0190"
"","10.8000","1.0744","0.0193"
"","10.9000","1.0845","0.0197"
"","11.0000","1.0946","0.0201"
"","11.1000","1.1046","0.0205"
"","11.2000","1.1147","0.0210"
"","11.3000","1.1247","0.0214"
"","11.4000","1.1347","0.0218"
"","11.5000","1.1443","0.0222"
"","11.6000","1.1547","0.0226"
"","11.7000","1.1645","0.0231"
"","11.8000","1.1745","0.0235"
"","11.9000","1.1845","0.0240"
"","12.0000","1.1948","0.0245"
"","12.1000","1.2046","0.0249"
"","12.2000","1.2143","0.0254"
"","12.3000","1.2246","0.0259"
"","12.4000","1.2347","0.0264"
"","12.5000","1.2446","0.0268"
"","12.6000","1.2544","0.0273"
"","12.7000","1.2647","0.0278"
"","12.8000","1.2747","0.0284"
"","12.9000","1.2844","0.0289"
"","13.0000","1.2945","0.0294"
