1,Time,Displacement,Force
,(s),(mm),(kN)
"","0.0000","0.0000","0.0000"
"","0.1000","0.0024","0.0000"
"","0.2000","0.0142","0.0001"
"","0.3000","0.0251","0.0001"
"","0.4000","0.0349","0.0002"
"","0.5000","0.0451","0.0002"
"","0.6000","0.0551","0.0002"
"","0.7000","0.0651","0.0003"
"","0.8000","0.0748","0.0003"
"","0.9000","0.0852","0.0003"
"","1.0000","0.0952","0.0004"
"","1.1000","0.1050","0.0004"
"","1.2000","0.1151","0.0004"
"","1.3000","0.1252","0.0004"
"","1.4000","0.1352","0.0005"
"","1.5000","0.1448","0.0005"
"","1.6000","0.1552","0.0005"
"","1.7000","0.1651","0.0006"
"","1.8000","0.1750","0.0006"
"","1.9000","0.1850","0.0006"
"","2.0000","0.1952","0.0007"
"","2.1000","0.2053","0.0007"
"","2.2000","0.2148","0.0007"
"","2.3000","0.2251","0.0008"
"","2.4000","0.2351","0.0008"
"","2.5000","0.2452","0.0009"
"","2.6000","0.2549","0.0009"
"","2.7000","0.2651","0.0010"
"","2.8000","0.2752","0.0010"
"","2.9000","0.2851","0.0011"
"","3.0000","0.2950","0.0011"
"","3.1000","0.3051","0.0012"
"","3.2000","0.3151","0.0012"
"","3.3000","0.3250","0.0013"
"","3.4000","0.3350","0.0014"
"","3.5000","0.3451","0.0015"
"","3.6000","0.3550","0.0015"
"","3.7000","0.3652","0.0016"
"","3.8000","0.3752","0.0017"
"","3.9000","0.3851","0.0017"
"","4.0000","0.3949","0.0018"
"","4.1000","0.4052","0.0019"
"","4.2000","0.4151","0.0020"
"","4.3000","0.4249","0.0021"
"","4.4000","0.4350","0.0022"
"","4.5000","0.4453","0.0023"
"","4.6000","0.4553","0.0024"
"","4.7000","0.4648","0.0025"
"","4.8000","0.4752","0.0026"
"","4.9000","0.4852","0.0027"
"","5.0000","0.4952","0.0028"
"","5.1000","0.5049","0.0030"
"","5.2000","0.5151","0.0031"
"","5.3000","0.5252","0.0033"
"","5.4000","0.5350","0.0034"
"","5.5000","0.5451","0.0036"
"","5.6000","0.5550","0.0037"
"","5.7000","0.5651","0.0039"
"","5.8000","0.5750","0.0040"
"","5.9000","0.5851","0.0042"
"","6.0000","0.5951","0.0044"
"","6.1000","0.6050","0.0045"
"","6.2000","0.6153","0.0047"
"","6.3000","0.6252","0.0048"
"","6.4000","0.6351","0.0050"
"","6.5000","0.6448","0.0052"
"","6.6000","0.6553","0.0054"
"","6.7000","0.6651","0.0055"
"","6.8000","0.6750","0.0057"
"","6.9000","0.6850","0.0059"
"","7.0000","0.6953","0.0061"
"","7.1000","0.7052","0.0063"
"","7.2000","0.7148","0.0065"
"","7.3000","0.7251","0.0067"
"","7.4000","0.7352","0.0069"
"","7.5000","0.7451","0.0071"
"","7.6000","0.7549","0.0073"
"","7.7000","0.7651","0.0075"
"","7.8000","0.7753","0.0077"
"","7.9000","0.7851","0.0079"
"","8.0000","0.7950","0.0081"
"","8.1000","0.8051","0.0083"
"","8.2000","0.8152","0.0086"
"","8.3000","0.8250","0.0088"
"","8.4000","0.8351","0.0090"
"","8.5000","0.8451","0.0093"
"","8.6000","0.8550","0.0095"
"","8.7000","0.8652","0.0098"
"","8.8000","0.8751","0.0100"
"","8.9000","0.8851","0.0102"
"","9.0000","0.8948","0.0104"
"","9.1000","0.9052","0.0107"
"","9.2000","0.9151","0.0109"
"","9.3000","0.9250","0.0112"
"","9.4000","0.9350","0.0114"
"","9.5000","0.9453","0.0117"
"","9.6000","0.9552","0.0119"
"","9.7000","0.9648","0.0122"
"","9.8000","0.9751","0.0125"
"","9.9000","0.9851","0.0127"
"","10.0000","0.9951","0.0130"
"","10.1000","1.0049","0.0133"
"","10.2000","1.0150","0.0136"
"","10.3000","1.0252","0.0138"
"","10.4000","1.0351","0.0141"
"","10.5000","1.0450","0.0144"
"","10.6000","1.0551","0.0147"
"","10.7000","1.0651","0.0150"
"","10.8000","1.0751","0.0153"
"","10.9000","1.0850","0.0156"
